1768540685.567578 server started (47022): version 3.6, socket /private/tmp/tmux-501/default, protocol 8
1768540685.567602 on Darwin 25.2.0 Darwin Kernel Version 25.2.0: Tue Nov 18 21:09:55 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T8103
1768540685.567610 using libevent 2.1.12-stable select
1768540685.567617 using utf8proc 2.11.2
1768540685.567622 using ncurses 6.5 20240427
1768540685.616337 cmd_parse_build_commands 0:1: -n
1768540685.616341 cmd_parse_build_commands 0:2: M-MouseDown3Pane
1768540685.616346 cmd_parse_build_commands 0:3 0:0: display-menu
1768540685.616351 cmd_parse_build_commands 0:3 0:1: -t=
1768540685.616355 cmd_parse_build_commands 0:3 0:2: -xM
1768540685.616359 cmd_parse_build_commands 0:3 0:3: -yM
1768540685.616364 cmd_parse_build_commands 0:3 0:4: -T
1768540685.616368 cmd_parse_build_commands 0:3 0:5: #[align=centre]#{pane_index} (#{pane_id})
1768540685.616373 cmd_parse_build_commands 0:3 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1768540685.616378 cmd_parse_build_commands 0:3 0:7: <
1768540685.616382 cmd_parse_build_commands 0:3 0:8 0:0: send
1768540685.616387 cmd_parse_build_commands 0:3 0:8 0:1: -X
1768540685.616391 cmd_parse_build_commands 0:3 0:8 0:2: history-top
1768540685.616396 cmd_parse_build_commands 0:3 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1768540685.616401 cmd_parse_build_commands 0:3 0:10: >
1768540685.616405 cmd_parse_build_commands 0:3 0:11 0:0: send
1768540685.616410 cmd_parse_build_commands 0:3 0:11 0:1: -X
1768540685.616414 cmd_parse_build_commands 0:3 0:11 0:2: history-bottom
1768540685.616419 cmd_parse_build_commands 0:3 0:12: 
1768540685.616424 cmd_parse_build_commands 0:3 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1768540685.616428 cmd_parse_build_commands 0:3 0:14: C-r
1768540685.616433 cmd_parse_build_commands 0:3 0:15 0:0: if
1768540685.616437 cmd_parse_build_commands 0:3 0:15 0:1: -F
1768540685.616442 cmd_parse_build_commands 0:3 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1768540685.616446 cmd_parse_build_commands 0:3 0:15 0:3: copy-mode -t=
1768540685.616451 cmd_parse_build_commands 0:3 0:15 1:0: send
1768540685.616455 cmd_parse_build_commands 0:3 0:15 1:1: -Xt=
1768540685.616460 cmd_parse_build_commands 0:3 0:15 1:2: search-backward
1768540685.616464 cmd_parse_build_commands 0:3 0:15 1:3: --
1768540685.616469 cmd_parse_build_commands 0:3 0:15 1:4: #{q:mouse_word}
1768540685.616474 cmd_parse_build_commands 0:3 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1768540685.616478 cmd_parse_build_commands 0:3 0:17: C-y
1768540685.616482 cmd_parse_build_commands 0:3 0:18 0:0: copy-mode
1768540685.616487 cmd_parse_build_commands 0:3 0:18 0:1: -q
1768540685.616491 cmd_parse_build_commands 0:3 0:18 1:0: send-keys
1768540685.616496 cmd_parse_build_commands 0:3 0:18 1:1: -l
1768540685.616500 cmd_parse_build_commands 0:3 0:18 1:2: --
1768540685.616504 cmd_parse_build_commands 0:3 0:18 1:3: #{q:mouse_word}
1768540685.616509 cmd_parse_build_commands 0:3 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1768540685.616513 cmd_parse_build_commands 0:3 0:20: c
1768540685.616518 cmd_parse_build_commands 0:3 0:21 0:0: copy-mode
1768540685.616522 cmd_parse_build_commands 0:3 0:21 0:1: -q
1768540685.616527 cmd_parse_build_commands 0:3 0:21 1:0: set-buffer
1768540685.616531 cmd_parse_build_commands 0:3 0:21 1:1: --
1768540685.616535 cmd_parse_build_commands 0:3 0:21 1:2: #{q:mouse_word}
1768540685.616540 cmd_parse_build_commands 0:3 0:22: #{?mouse_line,Copy Line,}
1768540685.616544 cmd_parse_build_commands 0:3 0:23: l
1768540685.616549 cmd_parse_build_commands 0:3 0:24 0:0: copy-mode
1768540685.616560 cmd_parse_build_commands 0:3 0:24 0:1: -q
1768540685.616565 cmd_parse_build_commands 0:3 0:24 1:0: set-buffer
1768540685.616570 cmd_parse_build_commands 0:3 0:24 1:1: --
1768540685.616574 cmd_parse_build_commands 0:3 0:24 1:2: #{q:mouse_line}
1768540685.616578 cmd_parse_build_commands 0:3 0:25: 
1768540685.616583 cmd_parse_build_commands 0:3 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1768540685.616588 cmd_parse_build_commands 0:3 0:27: C-h
1768540685.616593 cmd_parse_build_commands 0:3 0:28 0:0: copy-mode
1768540685.616597 cmd_parse_build_commands 0:3 0:28 0:1: -q
1768540685.616601 cmd_parse_build_commands 0:3 0:28 1:0: send-keys
1768540685.616606 cmd_parse_build_commands 0:3 0:28 1:1: -l
1768540685.616610 cmd_parse_build_commands 0:3 0:28 1:2: --
1768540685.616615 cmd_parse_build_commands 0:3 0:28 1:3: #{q:mouse_hyperlink}
1768540685.616620 cmd_parse_build_commands 0:3 0:29: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1768540685.616624 cmd_parse_build_commands 0:3 0:30: h
1768540685.616629 cmd_parse_build_commands 0:3 0:31 0:0: copy-mode
1768540685.616633 cmd_parse_build_commands 0:3 0:31 0:1: -q
1768540685.616637 cmd_parse_build_commands 0:3 0:31 1:0: set-buffer
1768540685.616642 cmd_parse_build_commands 0:3 0:31 1:1: --
1768540685.616646 cmd_parse_build_commands 0:3 0:31 1:2: #{q:mouse_hyperlink}
1768540685.616651 cmd_parse_build_commands 0:3 0:32: 
1768540685.616655 cmd_parse_build_commands 0:3 0:33: Horizontal Split
1768540685.616659 cmd_parse_build_commands 0:3 0:34: h
1768540685.616664 cmd_parse_build_commands 0:3 0:35 0:0: split-window
1768540685.616669 cmd_parse_build_commands 0:3 0:35 0:1: -h
1768540685.616673 cmd_parse_build_commands 0:3 0:36: Vertical Split
1768540685.616677 cmd_parse_build_commands 0:3 0:37: v
1768540685.616682 cmd_parse_build_commands 0:3 0:38 0:0: split-window
1768540685.616686 cmd_parse_build_commands 0:3 0:38 0:1: -v
1768540685.616691 cmd_parse_build_commands 0:3 0:39: 
1768540685.616695 cmd_parse_build_commands 0:3 0:40: #{?#{>:#{window_panes},1},,-}Swap Up
1768540685.616700 cmd_parse_build_commands 0:3 0:41: u
1768540685.616704 cmd_parse_build_commands 0:3 0:42 0:0: swap-pane
1768540685.616709 cmd_parse_build_commands 0:3 0:42 0:1: -U
1768540685.616713 cmd_parse_build_commands 0:3 0:43: #{?#{>:#{window_panes},1},,-}Swap Down
1768540685.616718 cmd_parse_build_commands 0:3 0:44: d
1768540685.616722 cmd_parse_build_commands 0:3 0:45 0:0: swap-pane
1768540685.616727 cmd_parse_build_commands 0:3 0:45 0:1: -D
1768540685.616731 cmd_parse_build_commands 0:3 0:46: #{?pane_marked_set,,-}Swap Marked
1768540685.616735 cmd_parse_build_commands 0:3 0:47: s
1768540685.616740 cmd_parse_build_commands 0:3 0:48 0:0: swap-pane
1768540685.616744 cmd_parse_build_commands 0:3 0:49: 
1768540685.616749 cmd_parse_build_commands 0:3 0:50: Kill
1768540685.616753 cmd_parse_build_commands 0:3 0:51: X
1768540685.616757 cmd_parse_build_commands 0:3 0:52 0:0: kill-pane
1768540685.616762 cmd_parse_build_commands 0:3 0:53: Respawn
1768540685.616766 cmd_parse_build_commands 0:3 0:54: R
1768540685.616771 cmd_parse_build_commands 0:3 0:55 0:0: respawn-pane
1768540685.616775 cmd_parse_build_commands 0:3 0:55 0:1: -k
1768540685.616780 cmd_parse_build_commands 0:3 0:56: #{?pane_marked,Unmark,Mark}
1768540685.616784 cmd_parse_build_commands 0:3 0:57: m
1768540685.616789 cmd_parse_build_commands 0:3 0:58 0:0: select-pane
1768540685.616793 cmd_parse_build_commands 0:3 0:58 0:1: -m
1768540685.616798 cmd_parse_build_commands 0:3 0:59: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1768540685.616802 cmd_parse_build_commands 0:3 0:60: z
1768540685.616807 cmd_parse_build_commands 0:3 0:61 0:0: resize-pane
1768540685.616811 cmd_parse_build_commands 0:3 0:61 0:1: -Z
1768540685.616816 cmd_parse_build_commands 0:0: display-menu
1768540685.616821 cmd_parse_build_commands 0:1: -t=
1768540685.616825 cmd_parse_build_commands 0:2: -xM
1768540685.616829 cmd_parse_build_commands 0:3: -yM
1768540685.616834 cmd_parse_build_commands 0:4: -T
1768540685.616838 cmd_parse_build_commands 0:5: #[align=centre]#{pane_index} (#{pane_id})
1768540685.616848 cmd_parse_build_commands 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1768540685.616852 cmd_parse_build_commands 0:7: <
1768540685.616857 cmd_parse_build_commands 0:8 0:0: send
1768540685.616861 cmd_parse_build_commands 0:8 0:1: -X
1768540685.616866 cmd_parse_build_commands 0:8 0:2: history-top
1768540685.616871 cmd_parse_build_commands 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1768540685.616875 cmd_parse_build_commands 0:10: >
1768540685.616880 cmd_parse_build_commands 0:11 0:0: send
1768540685.616884 cmd_parse_build_commands 0:11 0:1: -X
1768540685.616888 cmd_parse_build_commands 0:11 0:2: history-bottom
1768540685.616893 cmd_parse_build_commands 0:12: 
1768540685.616897 cmd_parse_build_commands 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1768540685.616902 cmd_parse_build_commands 0:14: C-r
1768540685.616906 cmd_parse_build_commands 0:15 0:0: if
1768540685.616911 cmd_parse_build_commands 0:15 0:1: -F
1768540685.616915 cmd_parse_build_commands 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1768540685.616920 cmd_parse_build_commands 0:15 0:3: copy-mode -t=
1768540685.616924 cmd_parse_build_commands 0:15 1:0: send
1768540685.616928 cmd_parse_build_commands 0:15 1:1: -Xt=
1768540685.616933 cmd_parse_build_commands 0:15 1:2: search-backward
1768540685.616937 cmd_parse_build_commands 0:15 1:3: --
1768540685.616941 cmd_parse_build_commands 0:15 1:4: #{q:mouse_word}
1768540685.616946 cmd_parse_build_commands 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1768540685.616951 cmd_parse_build_commands 0:17: C-y
1768540685.616955 cmd_parse_build_commands 0:18 0:0: copy-mode
1768540685.616959 cmd_parse_build_commands 0:18 0:1: -q
1768540685.616964 cmd_parse_build_commands 0:18 1:0: send-keys
1768540685.616968 cmd_parse_build_commands 0:18 1:1: -l
1768540685.616972 cmd_parse_build_commands 0:18 1:2: --
1768540685.616977 cmd_parse_build_commands 0:18 1:3: #{q:mouse_word}
1768540685.616981 cmd_parse_build_commands 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1768540685.616986 cmd_parse_build_commands 0:20: c
1768540685.616990 cmd_parse_build_commands 0:21 0:0: copy-mode
1768540685.616994 cmd_parse_build_commands 0:21 0:1: -q
1768540685.616999 cmd_parse_build_commands 0:21 1:0: set-buffer
1768540685.617003 cmd_parse_build_commands 0:21 1:1: --
1768540685.617007 cmd_parse_build_commands 0:21 1:2: #{q:mouse_word}
1768540685.617012 cmd_parse_build_commands 0:22: #{?mouse_line,Copy Line,}
1768540685.617016 cmd_parse_build_commands 0:23: l
1768540685.617021 cmd_parse_build_commands 0:24 0:0: copy-mode
1768540685.617025 cmd_parse_build_commands 0:24 0:1: -q
1768540685.617029 cmd_parse_build_commands 0:24 1:0: set-buffer
1768540685.617034 cmd_parse_build_commands 0:24 1:1: --
1768540685.617038 cmd_parse_build_commands 0:24 1:2: #{q:mouse_line}
1768540685.617042 cmd_parse_build_commands 0:25: 
1768540685.617047 cmd_parse_build_commands 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1768540685.617051 cmd_parse_build_commands 0:27: C-h
1768540685.617056 cmd_parse_build_commands 0:28 0:0: copy-mode
1768540685.617060 cmd_parse_build_commands 0:28 0:1: -q
1768540685.617065 cmd_parse_build_commands 0:28 1:0: send-keys
1768540685.617069 cmd_parse_build_commands 0:28 1:1: -l
1768540685.617073 cmd_parse_build_commands 0:28 1:2: --
1768540685.617077 cmd_parse_build_commands 0:28 1:3: #{q:mouse_hyperlink}
1768540685.617082 cmd_parse_build_commands 0:29: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1768540685.617087 cmd_parse_build_commands 0:30: h
1768540685.617091 cmd_parse_build_commands 0:31 0:0: copy-mode
1768540685.617095 cmd_parse_build_commands 0:31 0:1: -q
1768540685.617100 cmd_parse_build_commands 0:31 1:0: set-buffer
1768540685.617104 cmd_parse_build_commands 0:31 1:1: --
1768540685.617108 cmd_parse_build_commands 0:31 1:2: #{q:mouse_hyperlink}
1768540685.617113 cmd_parse_build_commands 0:32: 
1768540685.617117 cmd_parse_build_commands 0:33: Horizontal Split
1768540685.617126 cmd_parse_build_commands 0:34: h
1768540685.617131 cmd_parse_build_commands 0:35 0:0: split-window
1768540685.617135 cmd_parse_build_commands 0:35 0:1: -h
1768540685.617140 cmd_parse_build_commands 0:36: Vertical Split
1768540685.617144 cmd_parse_build_commands 0:37: v
1768540685.617149 cmd_parse_build_commands 0:38 0:0: split-window
1768540685.617153 cmd_parse_build_commands 0:38 0:1: -v
1768540685.617157 cmd_parse_build_commands 0:39: 
1768540685.617162 cmd_parse_build_commands 0:40: #{?#{>:#{window_panes},1},,-}Swap Up
1768540685.617166 cmd_parse_build_commands 0:41: u
1768540685.617171 cmd_parse_build_commands 0:42 0:0: swap-pane
1768540685.617175 cmd_parse_build_commands 0:42 0:1: -U
1768540685.617180 cmd_parse_build_commands 0:43: #{?#{>:#{window_panes},1},,-}Swap Down
1768540685.617184 cmd_parse_build_commands 0:44: d
1768540685.617189 cmd_parse_build_commands 0:45 0:0: swap-pane
1768540685.617193 cmd_parse_build_commands 0:45 0:1: -D
1768540685.617198 cmd_parse_build_commands 0:46: #{?pane_marked_set,,-}Swap Marked
1768540685.617202 cmd_parse_build_commands 0:47: s
1768540685.617206 cmd_parse_build_commands 0:48 0:0: swap-pane
1768540685.617211 cmd_parse_build_commands 0:49: 
1768540685.617215 cmd_parse_build_commands 0:50: Kill
1768540685.617219 cmd_parse_build_commands 0:51: X
1768540685.617224 cmd_parse_build_commands 0:52 0:0: kill-pane
1768540685.617228 cmd_parse_build_commands 0:53: Respawn
1768540685.617232 cmd_parse_build_commands 0:54: R
1768540685.617237 cmd_parse_build_commands 0:55 0:0: respawn-pane
1768540685.617241 cmd_parse_build_commands 0:55 0:1: -k
1768540685.617246 cmd_parse_build_commands 0:56: #{?pane_marked,Unmark,Mark}
1768540685.617250 cmd_parse_build_commands 0:57: m
1768540685.617255 cmd_parse_build_commands 0:58 0:0: select-pane
1768540685.617259 cmd_parse_build_commands 0:58 0:1: -m
1768540685.617264 cmd_parse_build_commands 0:59: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1768540685.617268 cmd_parse_build_commands 0:60: z
1768540685.617273 cmd_parse_build_commands 0:61 0:0: resize-pane
1768540685.617278 cmd_parse_build_commands 0:61 0:1: -Z
1768540685.617284 cmd_parse_build_commands 0:0: send
1768540685.617288 cmd_parse_build_commands 0:1: -X
1768540685.617292 cmd_parse_build_commands 0:2: history-top
1768540685.617298 args_parse_flags: next -X
1768540685.617303 args_parse_flags: -X
1768540685.617307 args_parse_flags: next history-top
1768540685.617311 args_parse: flags end at 2 of 3
1768540685.617316 args_parse: 2 = history-top (type STRING)
1768540685.617323 cmd_parse_build_commands: send-keys -X history-top
1768540685.617329 cmd_parse_build_commands 0:0: send
1768540685.617333 cmd_parse_build_commands 0:1: -X
1768540685.617337 cmd_parse_build_commands 0:2: history-bottom
1768540685.617343 args_parse_flags: next -X
1768540685.617347 args_parse_flags: -X
1768540685.617352 args_parse_flags: next history-bottom
1768540685.617356 args_parse: flags end at 2 of 3
1768540685.617360 args_parse: 2 = history-bottom (type STRING)
1768540685.617368 cmd_parse_build_commands: send-keys -X history-bottom
1768540685.617373 cmd_parse_build_commands 0:0: if
1768540685.617378 cmd_parse_build_commands 0:1: -F
1768540685.617382 cmd_parse_build_commands 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1768540685.617387 cmd_parse_build_commands 0:3: copy-mode -t=
1768540685.617391 cmd_parse_build_commands 1:0: send
1768540685.617395 cmd_parse_build_commands 1:1: -Xt=
1768540685.617400 cmd_parse_build_commands 1:2: search-backward
1768540685.617404 cmd_parse_build_commands 1:3: --
1768540685.617408 cmd_parse_build_commands 1:4: #{q:mouse_word}
1768540685.617414 args_parse_flags: next -F
1768540685.617418 args_parse_flags: -F
1768540685.617423 args_parse_flags: next #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1768540685.617427 args_parse: flags end at 2 of 4
1768540685.617432 args_parse: 2 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1} (type STRING)
1768540685.617437 args_parse: 3 = copy-mode -t= (type STRING)
1768540685.617444 args_parse_flags: next -Xt=
1768540685.617453 args_parse_flags: -X
1768540685.617457 args_parse_flag_argument: -t = =
1768540685.617462 args_parse_flags: next search-backward
1768540685.617466 args_parse: flags end at 2 of 5
1768540685.617471 args_parse: 2 = search-backward (type STRING)
1768540685.617475 args_parse: 3 = -- (type STRING)
1768540685.617480 args_parse: 4 = #{q:mouse_word} (type STRING)
1768540685.617495 cmd_parse_build_commands: if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}"
1768540685.617501 cmd_parse_build_commands 0:0: copy-mode
1768540685.617505 cmd_parse_build_commands 0:1: -q
1768540685.617509 cmd_parse_build_commands 1:0: send-keys
1768540685.617514 cmd_parse_build_commands 1:1: -l
1768540685.617518 cmd_parse_build_commands 1:2: --
1768540685.617522 cmd_parse_build_commands 1:3: #{q:mouse_word}
1768540685.617527 args_parse_flags: next -q
1768540685.617532 args_parse_flags: -q
1768540685.617536 args_parse: flags end at 2 of 2
1768540685.617542 args_parse_flags: next -l
1768540685.617546 args_parse_flags: -l
1768540685.617551 args_parse_flags: next --
1768540685.617555 args_parse: flags end at 3 of 4
1768540685.617559 args_parse: 3 = #{q:mouse_word} (type STRING)
1768540685.617567 cmd_parse_build_commands: copy-mode -q ; send-keys -l "#{q:mouse_word}"
1768540685.617573 cmd_parse_build_commands 0:0: copy-mode
1768540685.617577 cmd_parse_build_commands 0:1: -q
1768540685.617581 cmd_parse_build_commands 1:0: set-buffer
1768540685.617586 cmd_parse_build_commands 1:1: --
1768540685.617590 cmd_parse_build_commands 1:2: #{q:mouse_word}
1768540685.617595 args_parse_flags: next -q
1768540685.617600 args_parse_flags: -q
1768540685.617604 args_parse: flags end at 2 of 2
1768540685.617610 args_parse_flags: next --
1768540685.617614 args_parse: flags end at 2 of 3
1768540685.617618 args_parse: 2 = #{q:mouse_word} (type STRING)
1768540685.617626 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_word}"
1768540685.617631 cmd_parse_build_commands 0:0: copy-mode
1768540685.617635 cmd_parse_build_commands 0:1: -q
1768540685.617640 cmd_parse_build_commands 1:0: set-buffer
1768540685.617644 cmd_parse_build_commands 1:1: --
1768540685.617648 cmd_parse_build_commands 1:2: #{q:mouse_line}
1768540685.617653 args_parse_flags: next -q
1768540685.617657 args_parse_flags: -q
1768540685.617661 args_parse: flags end at 2 of 2
1768540685.617667 args_parse_flags: next --
1768540685.617672 args_parse: flags end at 2 of 3
1768540685.617676 args_parse: 2 = #{q:mouse_line} (type STRING)
1768540685.617683 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_line}"
1768540685.617689 cmd_parse_build_commands 0:0: copy-mode
1768540685.617693 cmd_parse_build_commands 0:1: -q
1768540685.617697 cmd_parse_build_commands 1:0: send-keys
1768540685.617702 cmd_parse_build_commands 1:1: -l
1768540685.617706 cmd_parse_build_commands 1:2: --
1768540685.617710 cmd_parse_build_commands 1:3: #{q:mouse_hyperlink}
1768540685.617715 args_parse_flags: next -q
1768540685.617719 args_parse_flags: -q
1768540685.617724 args_parse: flags end at 2 of 2
